,ID,Name,Age,Photo,Nationality,Flag,Potential,Club Logo,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Real Face,Jersey Number,Joined,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,WorkFront,WorkBack
795,212213,Ricardo Esgaio,25,https://cdn.sofifa.org/players/4/19/212213.png,Portugal,https://cdn.sofifa.org/flags/38.png,80,https://cdn.sofifa.org/teams/2/light/1896.png,12500000.0,2067,Right,1.0,3.0,4.0,No,47.0,"Jul 1, 2017",5.8,68.18,71.0,71.0,71.0,78.0,76.0,76.0,76.0,78.0,77.0,77.0,77.0,78.0,77.0,77.0,77.0,78.0,78.0,75.0,75.0,75.0,78.0,77.0,71.0,71.0,71.0,77.0,82.0,65.0,56.0,78.0,59.0,79.0,79.0,51.0,67.0,80.0,75.0,74.0,82.0,76.0,83.0,63.0,73.0,87.0,59.0,64.0,68.0,69.0,75.0,75.0,78.0,82.0,66.0,76.0,75.0,9.0,16.0,6.0,8.0,14.0,Medium, High
339,210864,E. Hysaj,24,https://cdn.sofifa.org/players/4/19/210864.png,Albania,https://cdn.sofifa.org/flags/1.png,86,https://cdn.sofifa.org/teams/2/light/48.png,20000000.0,1935,Right,2.0,3.0,3.0,No,23.0,"Aug 2, 2015",6.0,70.0,67.0,67.0,67.0,72.0,70.0,70.0,70.0,72.0,71.0,71.0,71.0,75.0,73.0,73.0,73.0,75.0,81.0,79.0,79.0,79.0,81.0,81.0,78.0,78.0,78.0,81.0,78.0,47.0,66.0,77.0,40.0,75.0,40.0,30.0,70.0,77.0,79.0,82.0,76.0,79.0,69.0,68.0,69.0,87.0,69.0,43.0,79.0,80.0,63.0,59.0,40.0,76.0,80.0,81.0,80.0,12.0,6.0,14.0,9.0,11.0,Medium, Medium
2170,190772,M. Besler,31,https://cdn.sofifa.org/players/4/19/190772.png,United States,https://cdn.sofifa.org/flags/95.png,74,https://cdn.sofifa.org/teams/2/light/696.png,3800000.0,1796,Left,1.0,3.0,2.0,Yes,5.0,"Jan 15, 2009",6.0,77.27,57.0,57.0,57.0,60.0,59.0,59.0,59.0,60.0,62.0,62.0,62.0,63.0,68.0,68.0,68.0,63.0,72.0,75.0,75.0,75.0,72.0,73.0,75.0,75.0,75.0,73.0,49.0,35.0,69.0,74.0,44.0,58.0,34.0,35.0,78.0,69.0,71.0,73.0,69.0,73.0,70.0,56.0,69.0,80.0,76.0,40.0,69.0,74.0,32.0,60.0,61.0,76.0,77.0,74.0,74.0,14.0,10.0,6.0,14.0,9.0,Low, High
18022,243230,M. Gudmann,18,https://cdn.sofifa.org/players/4/19/243230.png,Denmark,https://cdn.sofifa.org/flags/13.png,67,https://cdn.sofifa.org/teams/2/light/1788.png,50000.0,1218,Right,1.0,3.0,2.0,No,33.0,"Mar 1, 2018",6.0,70.0,37.0,37.0,37.0,37.0,36.0,36.0,36.0,37.0,36.0,36.0,36.0,38.0,37.0,37.0,37.0,38.0,46.0,45.0,45.0,45.0,46.0,48.0,50.0,50.0,50.0,48.0,24.0,23.0,48.0,36.0,22.0,32.0,24.0,29.0,28.0,35.0,61.0,60.0,61.0,49.0,65.0,36.0,71.0,54.0,51.0,18.0,49.0,48.0,22.0,32.0,38.0,43.0,43.0,54.0,52.0,12.0,14.0,5.0,12.0,10.0,Medium, Medium
5146,212332,R. Ramírez,28,https://cdn.sofifa.org/players/4/19/212332.png,Paraguay,https://cdn.sofifa.org/flags/58.png,70,https://cdn.sofifa.org/teams/2/light/111722.png,1800000.0,1814,Right,1.0,3.0,3.0,No,19.0,"Jan 4, 2018",5.7,70.0,71.0,71.0,71.0,70.0,71.0,71.0,71.0,70.0,70.0,70.0,70.0,69.0,63.0,63.0,63.0,69.0,55.0,53.0,53.0,53.0,55.0,53.0,50.0,50.0,50.0,53.0,55.0,72.0,62.0,66.0,72.0,71.0,61.0,63.0,52.0,70.0,76.0,75.0,71.0,70.0,76.0,70.0,71.0,69.0,65.0,65.0,63.0,20.0,69.0,65.0,64.0,65.0,42.0,37.0,33.0,13.0,14.0,15.0,16.0,11.0,Medium, Medium
8503,198852,Mandi,29,https://cdn.sofifa.org/players/4/19/198852.png,Spain,https://cdn.sofifa.org/flags/45.png,67,https://cdn.sofifa.org/teams/2/light/111766.png,600000.0,1740,Right,1.0,3.0,2.0,No,4.0,"Oct 12, 2018",6.0,75.0,60.0,60.0,60.0,57.0,60.0,60.0,60.0,57.0,61.0,61.0,61.0,58.0,64.0,64.0,64.0,58.0,61.0,68.0,68.0,68.0,61.0,62.0,68.0,68.0,68.0,62.0,35.0,49.0,59.0,68.0,47.0,52.0,59.0,49.0,64.0,65.0,62.0,48.0,69.0,71.0,61.0,71.0,69.0,55.0,75.0,53.0,72.0,74.0,49.0,58.0,60.0,58.0,64.0,65.0,59.0,10.0,16.0,15.0,10.0,7.0,Medium, Medium
2759,211014,Paulinho,26,https://cdn.sofifa.org/players/4/19/211014.png,Portugal,https://cdn.sofifa.org/flags/38.png,73,https://cdn.sofifa.org/teams/2/light/518.png,3400000.0,1907,Right,1.0,3.0,3.0,No,2.0,"Jul 1, 2017",5.9,70.0,64.0,64.0,64.0,70.0,68.0,68.0,68.0,70.0,68.0,68.0,68.0,72.0,68.0,68.0,68.0,72.0,75.0,69.0,69.0,69.0,75.0,74.0,69.0,69.0,69.0,74.0,72.0,45.0,55.0,68.0,45.0,72.0,70.0,68.0,54.0,73.0,83.0,86.0,75.0,74.0,76.0,57.0,79.0,87.0,60.0,49.0,68.0,66.0,65.0,59.0,47.0,66.0,68.0,68.0,70.0,9.0,12.0,6.0,11.0,10.0,High, Medium
11491,199801,F. Burmeister,28,https://cdn.sofifa.org/players/4/19/199801.png,Germany,https://cdn.sofifa.org/flags/21.png,64,https://cdn.sofifa.org/teams/2/light/110500.png,375000.0,1503,Right,1.0,3.0,2.0,No,19.0,"Jul 1, 2018",6.1,82.27,49.0,49.0,49.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,49.0,51.0,51.0,51.0,49.0,58.0,60.0,60.0,60.0,58.0,60.0,64.0,64.0,64.0,60.0,42.0,32.0,60.0,50.0,21.0,42.0,37.0,31.0,53.0,51.0,62.0,63.0,54.0,57.0,61.0,60.0,76.0,63.0,74.0,29.0,63.0,63.0,30.0,43.0,47.0,54.0,61.0,65.0,61.0,7.0,14.0,6.0,16.0,9.0,Medium, Medium
17733,243203,K. Høgh,17,https://cdn.sofifa.org/players/4/19/243203.png,Denmark,https://cdn.sofifa.org/flags/13.png,66,https://cdn.sofifa.org/teams/2/light/1786.png,100000.0,1286,Right,1.0,3.0,2.0,No,42.0,"Dec 7, 2017",5.10,60.91,52.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,49.0,49.0,49.0,47.0,42.0,42.0,42.0,47.0,34.0,32.0,32.0,32.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,56.0,56.0,35.0,32.0,43.0,32.0,31.0,30.0,47.0,63.0,51.0,75.0,53.0,69.0,44.0,76.0,40.0,61.0,47.0,32.0,16.0,54.0,49.0,55.0,49.0,14.0,15.0,19.0,11.0,8.0,11.0,14.0,14.0,High, Medium
8716,235507,Iban Salvador,22,https://cdn.sofifa.org/players/4/19/235507.png,Equatorial Guinea,https://cdn.sofifa.org/flags/112.png,75,https://cdn.sofifa.org/teams/2/light/450.png,1100000.0,1702,Left,1.0,3.0,3.0,No,33.0,"Jul 10, 2018",5.8,72.27,66.0,66.0,66.0,69.0,68.0,68.0,68.0,69.0,68.0,68.0,68.0,68.0,60.0,60.0,60.0,68.0,52.0,48.0,48.0,48.0,52.0,49.0,42.0,42.0,42.0,49.0,64.0,63.0,55.0,64.0,56.0,72.0,62.0,42.0,53.0,70.0,85.0,79.0,88.0,47.0,81.0,71.0,71.0,72.0,54.0,64.0,70.0,26.0,65.0,63.0,58.0,60.0,30.0,20.0,21.0,8.0,9.0,7.0,5.0,7.0,High, High
3942,213498,S. Martinsson Ngouali,26,https://cdn.sofifa.org/players/4/19/213498.png,Gabon,https://cdn.sofifa.org/flags/115.png,74,https://cdn.sofifa.org/teams/2/light/708.png,3700000.0,1937,Right,1.0,3.0,3.0,No,19.0,"Mar 16, 2017",5.9,75.0,67.0,67.0,67.0,69.0,70.0,70.0,70.0,69.0,71.0,71.0,71.0,70.0,72.0,72.0,72.0,70.0,70.0,72.0,72.0,72.0,70.0,69.0,70.0,70.0,70.0,69.0,54.0,59.0,58.0,71.0,54.0,71.0,62.0,50.0,70.0,69.0,70.0,71.0,77.0,75.0,90.0,63.0,77.0,83.0,74.0,61.0,78.0,71.0,66.0,74.0,46.0,75.0,70.0,64.0,62.0,7.0,14.0,8.0,6.0,12.0,Medium, Medium
15670,244412,F. Pasqualoni,21,https://cdn.sofifa.org/players/4/19/244412.png,Italy,https://cdn.sofifa.org/flags/27.png,68,https://cdn.sofifa.org/teams/2/light/112168.png,210000.0,1301,Right,1.0,2.0,2.0,No,13.0,"Jul 24, 2017",6.2,80.0,41.0,41.0,41.0,38.0,38.0,38.0,38.0,38.0,37.0,37.0,37.0,39.0,40.0,40.0,40.0,39.0,52.0,51.0,51.0,51.0,52.0,55.0,59.0,59.0,59.0,55.0,31.0,25.0,55.0,36.0,25.0,29.0,26.0,23.0,34.0,34.0,61.0,61.0,53.0,54.0,55.0,41.0,69.0,56.0,65.0,24.0,50.0,58.0,27.0,32.0,35.0,45.0,58.0,65.0,65.0,9.0,12.0,14.0,9.0,10.0,Medium, Medium
15590,245391,S. Sy,19,https://cdn.sofifa.org/players/4/19/245391.png,France,https://cdn.sofifa.org/flags/18.png,71,https://cdn.sofifa.org/teams/2/light/1816.png,240000.0,1470,Left,1.0,2.0,2.0,No,18.0,"Sep 6, 2018",5.9,69.09,48.0,48.0,48.0,53.0,51.0,51.0,51.0,53.0,52.0,52.0,52.0,55.0,54.0,54.0,54.0,55.0,59.0,58.0,58.0,58.0,59.0,60.0,58.0,58.0,58.0,60.0,52.0,32.0,53.0,58.0,34.0,59.0,38.0,34.0,54.0,56.0,68.0,60.0,54.0,56.0,66.0,32.0,61.0,64.0,47.0,34.0,59.0,51.0,40.0,41.0,42.0,48.0,58.0,60.0,62.0,8.0,7.0,12.0,5.0,13.0,Medium, Medium
3689,183706,M. Waghorn,28,https://cdn.sofifa.org/players/4/19/183706.png,England,https://cdn.sofifa.org/flags/14.png,72,https://cdn.sofifa.org/teams/2/light/91.png,3200000.0,1825,Left,1.0,4.0,3.0,No,9.0,"Aug 8, 2018",5.10,83.18,72.0,72.0,72.0,70.0,70.0,70.0,70.0,70.0,69.0,69.0,69.0,70.0,65.0,65.0,65.0,70.0,54.0,53.0,53.0,53.0,54.0,51.0,48.0,48.0,48.0,51.0,70.0,75.0,66.0,68.0,61.0,67.0,68.0,72.0,65.0,64.0,67.0,76.0,62.0,66.0,72.0,77.0,65.0,72.0,79.0,75.0,70.0,28.0,70.0,64.0,70.0,69.0,20.0,36.0,18.0,12.0,11.0,14.0,11.0,14.0,Medium, High
17898,243726,L. Kerrigan,18,https://cdn.sofifa.org/players/4/19/243726.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,66,https://cdn.sofifa.org/teams/2/light/563.png,80000.0,1287,Right,1.0,3.0,2.0,No,23.0,"Mar 9, 2018",5.7,65.0,46.0,46.0,46.0,51.0,50.0,50.0,50.0,51.0,52.0,52.0,52.0,51.0,47.0,47.0,47.0,51.0,42.0,41.0,41.0,41.0,42.0,41.0,37.0,37.0,37.0,41.0,44.0,38.0,33.0,52.0,35.0,50.0,46.0,44.0,47.0,50.0,66.0,66.0,65.0,45.0,64.0,40.0,39.0,33.0,36.0,38.0,39.0,22.0,44.0,54.0,51.0,56.0,36.0,31.0,30.0,10.0,9.0,6.0,11.0,13.0,Medium, Medium
870,187598,Rafael Tolói,27,https://cdn.sofifa.org/players/4/19/187598.png,Brazil,https://cdn.sofifa.org/flags/54.png,80,https://cdn.sofifa.org/teams/2/light/39.png,10000000.0,1839,Right,2.0,2.0,2.0,No,2.0,"Aug 26, 2015",6.1,75.0,59.0,59.0,59.0,58.0,59.0,59.0,59.0,58.0,60.0,60.0,60.0,59.0,64.0,64.0,64.0,59.0,70.0,74.0,74.0,74.0,70.0,73.0,78.0,78.0,78.0,73.0,44.0,28.0,76.0,66.0,30.0,58.0,41.0,70.0,68.0,66.0,66.0,68.0,63.0,78.0,66.0,75.0,76.0,53.0,69.0,62.0,78.0,82.0,40.0,50.0,64.0,74.0,77.0,82.0,80.0,11.0,12.0,16.0,16.0,8.0,High, Medium
15639,228267,A. DeJohn,27,https://cdn.sofifa.org/players/4/19/228267.png,United States,https://cdn.sofifa.org/flags/95.png,61,https://cdn.sofifa.org/teams/2/light/113876.png,150000.0,1316,Right,1.0,3.0,2.0,No,4.0,"Feb 24, 2017",6.0,80.0,40.0,40.0,40.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,38.0,40.0,40.0,40.0,38.0,50.0,52.0,52.0,52.0,50.0,53.0,60.0,60.0,60.0,53.0,28.0,25.0,58.0,44.0,25.0,26.0,28.0,30.0,35.0,33.0,51.0,53.0,59.0,52.0,60.0,34.0,74.0,59.0,72.0,20.0,69.0,57.0,31.0,29.0,35.0,41.0,56.0,59.0,57.0,13.0,9.0,12.0,8.0,15.0,Medium, High
9186,216154,J. Elsey,24,https://cdn.sofifa.org/players/4/19/216154.png,Australia,https://cdn.sofifa.org/flags/195.png,69,https://cdn.sofifa.org/teams/2/light/111393.png,675000.0,1410,Right,1.0,3.0,2.0,No,23.0,"Jul 1, 2013",6.2,80.0,44.0,44.0,44.0,43.0,42.0,42.0,42.0,43.0,44.0,44.0,44.0,46.0,50.0,50.0,50.0,46.0,59.0,62.0,62.0,62.0,59.0,61.0,66.0,66.0,66.0,61.0,29.0,22.0,64.0,57.0,29.0,41.0,28.0,24.0,49.0,54.0,54.0,54.0,57.0,61.0,54.0,31.0,66.0,73.0,79.0,19.0,62.0,65.0,21.0,29.0,35.0,67.0,62.0,68.0,64.0,13.0,12.0,7.0,15.0,12.0,Medium, High
15688,215752,K. Chvedukas,27,https://cdn.sofifa.org/players/4/19/215752.png,Lithuania,https://cdn.sofifa.org/flags/30.png,60,https://cdn.sofifa.org/teams/2/light/837.png,150000.0,1564,Right,1.0,3.0,2.0,No,13.0,"Jan 8, 2018",5.9,69.09,53.0,53.0,53.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,58.0,59.0,59.0,59.0,58.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,58.0,60.0,53.0,42.0,55.0,66.0,28.0,52.0,43.0,39.0,61.0,55.0,64.0,64.0,54.0,58.0,65.0,46.0,58.0,63.0,46.0,47.0,59.0,57.0,51.0,55.0,50.0,49.0,54.0,58.0,58.0,13.0,9.0,15.0,13.0,13.0,Medium, Medium
6617,193794,Villalibre,20,https://cdn.sofifa.org/players/4/19/193794.png,Spain,https://cdn.sofifa.org/flags/45.png,77,https://cdn.sofifa.org/teams/2/light/448.png,1400000.0,1683,Left,1.0,3.0,3.0,No,28.0,"Jul 1, 2015",6.0,89.09,69.0,69.0,69.0,63.0,65.0,65.0,65.0,63.0,62.0,62.0,62.0,61.0,56.0,56.0,56.0,61.0,47.0,48.0,48.0,48.0,47.0,46.0,48.0,48.0,48.0,46.0,34.0,66.0,68.0,55.0,65.0,67.0,53.0,36.0,45.0,64.0,72.0,73.0,72.0,60.0,67.0,78.0,76.0,62.0,86.0,57.0,62.0,31.0,65.0,52.0,70.0,58.0,41.0,19.0,18.0,13.0,15.0,15.0,12.0,14.0,Medium, Medium
15172,238037,N. Bazzana,22,https://cdn.sofifa.org/players/4/19/238037.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,https://cdn.sofifa.org/teams/2/light/101083.png,260000.0,1374,Right,1.0,3.0,2.0,No,2.0,"Jan 1, 2017",6.0,81.36,44.0,44.0,44.0,41.0,42.0,42.0,42.0,41.0,42.0,42.0,42.0,43.0,46.0,46.0,46.0,43.0,54.0,56.0,56.0,56.0,54.0,57.0,61.0,61.0,61.0,57.0,30.0,26.0,56.0,50.0,27.0,28.0,33.0,32.0,44.0,47.0,57.0,60.0,46.0,57.0,56.0,46.0,71.0,61.0,68.0,24.0,58.0,59.0,32.0,31.0,40.0,41.0,56.0,63.0,60.0,15.0,9.0,6.0,13.0,13.0,Low, Medium
4612,231128,H. Toledo,22,https://cdn.sofifa.org/players/4/19/231128.png,Argentina,https://cdn.sofifa.org/flags/52.png,76,https://cdn.sofifa.org/teams/2/light/111019.png,3200000.0,1856,Right,1.0,3.0,3.0,No,19.0,"Jul 24, 2016",5.10,72.27,70.0,70.0,70.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,69.0,69.0,69.0,72.0,63.0,61.0,61.0,61.0,63.0,60.0,55.0,55.0,55.0,60.0,62.0,71.0,59.0,68.0,66.0,75.0,72.0,62.0,67.0,73.0,77.0,76.0,75.0,70.0,69.0,67.0,69.0,66.0,62.0,71.0,52.0,60.0,63.0,69.0,58.0,65.0,35.0,44.0,45.0,15.0,14.0,7.0,7.0,10.0,Medium, Low
3464,153938,Àngel Rangel,35,https://cdn.sofifa.org/players/4/19/153938.png,Spain,https://cdn.sofifa.org/flags/45.png,72,https://cdn.sofifa.org/teams/2/light/15.png,675000.0,1901,Right,2.0,3.0,3.0,Yes,22.0,"Aug 15, 2018",5.10,82.27,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,72.0,72.0,72.0,69.0,72.0,74.0,74.0,74.0,72.0,72.0,75.0,75.0,75.0,72.0,78.0,56.0,74.0,70.0,43.0,71.0,63.0,57.0,71.0,74.0,53.0,47.0,68.0,73.0,55.0,66.0,75.0,63.0,74.0,59.0,68.0,75.0,65.0,71.0,59.0,76.0,72.0,76.0,76.0,13.0,16.0,8.0,6.0,6.0,Medium, High
270,198717,W. Zaha,25,https://cdn.sofifa.org/players/4/19/198717.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,85,https://cdn.sofifa.org/teams/2/light/1799.png,28500000.0,1930,Right,2.0,3.0,5.0,Yes,11.0,"Feb 2, 2015",5.11,66.36,78.0,78.0,78.0,84.0,82.0,82.0,82.0,84.0,82.0,82.0,82.0,83.0,73.0,73.0,73.0,83.0,62.0,57.0,57.0,57.0,62.0,57.0,47.0,47.0,47.0,57.0,81.0,77.0,47.0,75.0,61.0,90.0,57.0,51.0,65.0,87.0,89.0,92.0,88.0,77.0,82.0,78.0,57.0,76.0,75.0,68.0,73.0,23.0,78.0,77.0,66.0,81.0,22.0,29.0,28.0,15.0,10.0,15.0,11.0,10.0,High, Low
16838,242307,C. Núñez,20,https://cdn.sofifa.org/players/4/19/242307.png,Paraguay,https://cdn.sofifa.org/flags/58.png,67,https://cdn.sofifa.org/teams/2/light/101088.png,140000.0,1495,Right,1.0,2.0,2.0,No,14.0,"Jan 1, 2018",5.5,69.09,51.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,49.0,38.0,54.0,61.0,41.0,57.0,46.0,48.0,61.0,55.0,57.0,57.0,52.0,57.0,76.0,58.0,56.0,37.0,45.0,34.0,59.0,54.0,37.0,41.0,46.0,46.0,55.0,51.0,64.0,13.0,10.0,10.0,8.0,8.0,Low, High
17266,244207,A. Sow,18,https://cdn.sofifa.org/players/4/19/244207.png,Senegal,https://cdn.sofifa.org/flags/136.png,70,https://cdn.sofifa.org/teams/2/light/64.png,180000.0,1428,Right,1.0,3.0,2.0,No,39.0,"Jul 4, 2018",5.10,67.27,53.0,53.0,53.0,57.0,54.0,54.0,54.0,57.0,53.0,53.0,53.0,55.0,47.0,47.0,47.0,55.0,44.0,40.0,40.0,40.0,44.0,43.0,38.0,38.0,38.0,43.0,52.0,55.0,47.0,50.0,55.0,62.0,57.0,62.0,41.0,58.0,72.0,74.0,75.0,35.0,68.0,44.0,57.0,43.0,39.0,41.0,35.0,25.0,45.0,41.0,61.0,38.0,34.0,31.0,21.0,13.0,8.0,9.0,12.0,6.0,Medium, Medium
13352,242260,B. Šerbečić,20,https://cdn.sofifa.org/players/4/19/242260.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,76,https://cdn.sofifa.org/teams/2/light/298.png,600000.0,1328,Right,1.0,2.0,2.0,No,26.0,"Jan 23, 2018",6.4,80.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,46.0,48.0,48.0,48.0,46.0,56.0,58.0,58.0,58.0,56.0,58.0,63.0,63.0,63.0,58.0,27.0,19.0,54.0,55.0,30.0,41.0,23.0,25.0,51.0,50.0,64.0,63.0,37.0,53.0,36.0,33.0,68.0,63.0,79.0,23.0,52.0,59.0,25.0,28.0,35.0,46.0,64.0,64.0,59.0,10.0,14.0,8.0,7.0,9.0,Low, Medium
14300,152961,M. Pawelec,32,https://cdn.sofifa.org/players/4/19/152961.png,Poland,https://cdn.sofifa.org/flags/37.png,61,https://cdn.sofifa.org/teams/2/light/111092.png,140000.0,1629,Right,1.0,3.0,2.0,No,17.0,"Aug 16, 2008",5.11,72.27,53.0,53.0,53.0,54.0,53.0,53.0,53.0,54.0,54.0,54.0,54.0,54.0,57.0,57.0,57.0,54.0,61.0,63.0,63.0,63.0,61.0,62.0,65.0,65.0,65.0,62.0,50.0,41.0,54.0,61.0,49.0,51.0,36.0,46.0,55.0,62.0,64.0,37.0,65.0,52.0,71.0,44.0,77.0,61.0,67.0,55.0,70.0,71.0,51.0,40.0,42.0,62.0,56.0,67.0,70.0,10.0,14.0,10.0,14.0,16.0,Medium, Medium
8470,189885,C. Noone,30,https://cdn.sofifa.org/players/4/19/189885.png,England,https://cdn.sofifa.org/flags/14.png,67,https://cdn.sofifa.org/teams/2/light/4.png,725000.0,1733,Left,1.0,2.0,3.0,No,12.0,"Aug 31, 2017",5.10,69.09,64.0,64.0,64.0,69.0,67.0,67.0,67.0,69.0,67.0,67.0,67.0,68.0,62.0,62.0,62.0,68.0,56.0,53.0,53.0,53.0,56.0,54.0,48.0,48.0,48.0,54.0,71.0,60.0,52.0,56.0,49.0,72.0,66.0,62.0,63.0,72.0,82.0,74.0,84.0,62.0,80.0,58.0,63.0,51.0,60.0,69.0,48.0,52.0,61.0,61.0,55.0,54.0,32.0,35.0,28.0,9.0,11.0,6.0,16.0,13.0,High, Low
9701,191184,M. Machaj,29,https://cdn.sofifa.org/players/4/19/191184.png,Poland,https://cdn.sofifa.org/flags/37.png,66,https://cdn.sofifa.org/teams/2/light/110745.png,625000.0,1743,Right,1.0,3.0,3.0,No,89.0,"Jul 1, 2018",5.9,67.27,63.0,63.0,63.0,67.0,66.0,66.0,66.0,67.0,66.0,66.0,66.0,66.0,64.0,64.0,64.0,66.0,57.0,56.0,56.0,56.0,57.0,53.0,47.0,47.0,47.0,53.0,64.0,62.0,37.0,63.0,57.0,65.0,60.0,69.0,60.0,67.0,62.0,71.0,81.0,62.0,75.0,72.0,60.0,79.0,57.0,68.0,66.0,58.0,62.0,66.0,62.0,66.0,39.0,24.0,22.0,10.0,14.0,9.0,10.0,10.0,Medium, Low
2182,230202,Jailson Caeiro,26,https://cdn.sofifa.org/players/4/19/230202.png,Brazil,https://cdn.sofifa.org/flags/54.png,74,https://cdn.sofifa.org/teams/2/light/517.png,4800000.0,1902,Right,1.0,4.0,3.0,No,2.0,"Jan 1, 2018",5.10,75.0,65.0,65.0,65.0,68.0,66.0,66.0,66.0,68.0,66.0,66.0,66.0,70.0,68.0,68.0,68.0,70.0,75.0,71.0,71.0,71.0,75.0,75.0,72.0,72.0,72.0,75.0,71.0,51.0,71.0,69.0,58.0,73.0,46.0,49.0,66.0,71.0,77.0,71.0,72.0,73.0,77.0,55.0,71.0,82.0,62.0,52.0,53.0,71.0,59.0,51.0,62.0,67.0,80.0,72.0,73.0,11.0,10.0,18.0,11.0,14.0,High, Medium
17355,237125,V. Barbero,17,https://cdn.sofifa.org/players/4/19/237125.png,Argentina,https://cdn.sofifa.org/flags/52.png,73,https://cdn.sofifa.org/teams/2/light/111022.png,140000.0,1397,Right,1.0,2.0,2.0,No,9.0,"Oct 8, 2018",6.0,75.0,55.0,55.0,55.0,56.0,55.0,55.0,55.0,56.0,55.0,55.0,55.0,56.0,50.0,50.0,50.0,56.0,44.0,40.0,40.0,40.0,44.0,42.0,35.0,35.0,35.0,42.0,48.0,55.0,38.0,50.0,50.0,57.0,49.0,35.0,54.0,48.0,72.0,74.0,76.0,51.0,77.0,51.0,35.0,58.0,59.0,44.0,34.0,21.0,54.0,48.0,45.0,52.0,16.0,25.0,25.0,14.0,7.0,11.0,7.0,9.0,Medium, Medium
15588,241551,Y. Armougom,20,https://cdn.sofifa.org/players/4/19/241551.png,France,https://cdn.sofifa.org/flags/18.png,73,https://cdn.sofifa.org/teams/2/light/210.png,300000.0,1447,Left,1.0,2.0,2.0,No,3.0,"Jul 1, 2017",5.8,71.36,46.0,46.0,46.0,51.0,48.0,48.0,48.0,51.0,46.0,46.0,46.0,51.0,46.0,46.0,46.0,51.0,58.0,52.0,52.0,52.0,58.0,59.0,58.0,58.0,58.0,59.0,57.0,32.0,47.0,33.0,27.0,59.0,37.0,39.0,33.0,40.0,70.0,71.0,58.0,60.0,77.0,28.0,57.0,58.0,53.0,33.0,54.0,60.0,50.0,38.0,40.0,43.0,54.0,67.0,63.0,13.0,5.0,14.0,7.0,13.0,Medium, Medium
12186,239901,S. Kalajdzic,20,https://cdn.sofifa.org/players/4/19/239901.png,Austria,https://cdn.sofifa.org/flags/4.png,75,https://cdn.sofifa.org/teams/2/light/111821.png,650000.0,1581,Right,1.0,3.0,2.0,No,9.0,"Jul 1, 2017",6.5,76.36,63.0,63.0,63.0,62.0,63.0,63.0,63.0,62.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,63.0,57.0,56.0,56.0,56.0,57.0,56.0,54.0,54.0,54.0,56.0,55.0,58.0,64.0,64.0,52.0,59.0,40.0,47.0,57.0,67.0,64.0,71.0,56.0,60.0,40.0,58.0,44.0,65.0,80.0,52.0,37.0,39.0,54.0,66.0,39.0,61.0,45.0,46.0,47.0,7.0,6.0,13.0,14.0,15.0,Medium, Medium
7075,228209,S. Ntshangase,25,https://cdn.sofifa.org/players/4/19/228209.png,South Africa,https://cdn.sofifa.org/flags/140.png,72,https://cdn.sofifa.org/teams/2/light/110929.png,1200000.0,1597,Right,1.0,3.0,3.0,No,10.0,"Jan 4, 2018",5.8,65.0,63.0,63.0,63.0,66.0,67.0,67.0,67.0,66.0,69.0,69.0,69.0,65.0,64.0,64.0,64.0,65.0,51.0,51.0,51.0,51.0,51.0,48.0,45.0,45.0,45.0,48.0,47.0,66.0,41.0,69.0,44.0,71.0,49.0,44.0,58.0,75.0,58.0,65.0,60.0,48.0,82.0,59.0,55.0,42.0,61.0,65.0,45.0,31.0,64.0,75.0,60.0,63.0,27.0,37.0,45.0,12.0,14.0,6.0,13.0,9.0,High, Low
